!;' <P>;XY;!;XY
süßen;z ' y: . s @ n;VVFIN;süß en;ADJ INFL
süßer;z ' y: . s 6;ADJD;süß er;ADJ INFL
t;t ' e:;SPELL;t;SPELL
tags;t ' a: k s;VVFIN;tags;V
talentiert;t a . l @ n . t ' i: 6 t;VVFIN;tal en tier t;NN FG NN INFL
tanzend;t ' a n . t s @ n t;VVFIN;tanzend;V
tarnt;t ' a r n t;VVFIN;tarn t;V INFL
tat;t ' a: t;VVFIN;tat;V
taten;t ' a: . t @ n;VVFIN;tat en;NN INFL
tatsächlich;t ' a: t . z E C . l I C;ADJD;tat sächlich;NN ADJ
tauchte;t ' aU x . t @;VVFIN;tauch te;V INFL
tauscht;t ' aU S t;VVFIN;tausch t;NN INFL
tausend;t ' aU . z @ n t;CARD;tausend;CARD
teikat;t ' aI . k a t;VVFIN;teikat;V
teil;t ' aI l;PTKVZ;teil;PTKVZ
teile;t ' aI . l @;VVFIN;teil e;NN INFL
teilen;t ' aI . l @ n;VVINF;teil en;NN INFL
teilt;t ' aI l t;VVFIN;teil t;NN INFL
teilte;t ' aI l . t @;VVFIN;teil t e;NN SFX INFL
teilten;t ' aI l . t @ n;VVFIN;teil t en;NN SFX INFL
telefoniere;t e . l e . f o . n ' i: . r @;VVFIN;telefon ier e;NN SFX INFL
telefonieren;t e . l e . f o . n ' i: . r @ n;VVFIN;telefon ier en;NN SFX INFL
telefoniert;t e . l e . f o . n ' i:6 t;VVFIN;telefon ier t;NN SFX INFL
telefonierte;t e . l e . f o . n ' i:6 . t @;VVFIN;telefon ier t e;NN SFX SFX INFL
telefonierten;t e . l e . f o . n ' i:6 . t @ n;VVFIN;telefon ier t en;NN SFX SFX INFL
teuer;t ' OY . 6;ADJD;teuer;ADJ
teure;t ' OY . r @;ADJA;teur e;ADJ INFL
the;D @;FM;the;FM
tief;t ' i: f;ADJD;tief;ADJ
toben;t ' o: . b @ n;VVFIN;tob en;V INFL
tobt;t ' o: p t;VVFIN;tob t;V INFL
toll;t ' O l;ADJD;toll;ADJ
tolle;t ' O l . @;ADJA;toll e;ADJ INFL
tollen;t ' O l . @ n;VVFIN;toll en;ADJ INFL
toller;t ' O l . 6;ADJA;toll er;ADJ INFL
tot;t ' o: t;ADJD;tot;ADJ
total;t o . t ' a: l;ADJD;total;ADJ
totes;t ' o: . t @ s;ADJA;tot es;ADJ INFL
totgelacht;t ' o: t . g @ . l a x t;CARD;totgelacht;CARD
traf;t r ' a: f;VVFIN;traf;V
trafen;t r ' a: . f @ n;VVFIN;traf en;V INFL
traffen;t r ' a f . @ n;VVFIN;traffen;V
trage;t r ' a: . g @;VVFIN;trag e;V INFL
tragisch;t r ' a: . g I S;ADJD;trag isch;V SFX
tragte;t r ' a: k . t @;VVFIN;trag te;V INFL
tralalalala;t r a . l a . l a . l a . l ' a:;VVFIN;tralalalala;V
transportiert;t r a n s . p O6 . t ' i:6 t;VVPP;trans port ier t;PRFX V SFX SFX
trat;t r ' a: t;VVFIN;trat;V
trauen;t r ' aU . @ n;VVFIN;trau en;V INFL
traurig;t r ' aU . r I C;ADJD;traurig;ADJ
traurige;t r ' aU . r I . g @;ADJA;traurige;ADJ
traurigem;t r ' aU . r I . g @ m;VVFIN;traurigem;V
traurigen;t r ' aU . r I . g @ n;ADJA;traurigen;ADJ
trauriger;t r ' aU . r I . g 6;ADJA;trauriger;ADJ
traut;t r ' aU t;VVFIN;trau t;V INFL
traute;t r ' aU . t @;VVFIN;trau te;V INFL
treffen;t r ' E f . @ n;VVINF;treff en;V INFL
treffte;t r ' E f . t @;VVFIN;treff te;V INFL
trefften;t r ' E f . t @ n;VVFIN;treff ten;V INFL
tretet;t r ' e: . t @ t;VVFIN;tret et;ADJ INFL
trifft;t r ' I f t;VVFIN;triff t;V INFL
trinken;t r ' I N . k @ n;VVINF;trink en;V INFL
trinkt;t r ' I N k t;VVFIN;trink t;V INFL
trocken;t r ' O k . @ n;ADJD;trocken;ADJ
tropf;t r ' O p f;VVFIN;tropf;V
tropfen;t r ' O p . f @ n;VVFIN;tropf en;NN INFL
tropfene;t r ' O p . f @ . n @;VVFIN;tropf en e;NN SFX INFL
tropft;t r ' O p f t;VVFIN;tropf t;NN INFL
tropfte;t r ' O p f . t @;VVFIN;tropf t e;NN SFX INFL
tropften;t r ' O p f . t @ n;VVFIN;tropf t en;NN SFX INFL
trosten;t r ' o: s . t @ n;VVFIN;trost en;NN INFL
trotz;t r ' O t s;APPR;trotz;ADP
trotzdem;t r ' O t s . d e: m;PAV;trotz d em;ADP ART INFL
trägt;t r ' E: k t;VVFIN;träg t;V INFL
tränt;t r ' E: n t;VVFIN;tränt;V
träumen;t r ' OY . m @ n;VVINF;träum en;V INFL
tröste;t r ' 2: s . t @;VVFIN;tröst e;V INFL
trösten;t r ' 2: s . t @ n;VVINF;tröst en;V INFL
tröstet;t r ' 2: s . t @ t;VVFIN;tröst et;V INFL
tröstete;t r ' 2: s . t @ . t @;VVFIN;tröst ete;V INFL
tschüs;t S ' y: s;VVFIN;tschüs;V
tschüss;t S ' Y s;VVFIN;tschüss;V
tu;t ' u:;VVFIN;tu;V
tue;t ' u: . @;VVFIN;tue;V
tun;t ' u: n;VVINF;tun;V
tunbolter;t ' U n . b O l . t 6;VVFIN;tunbolter;V
tust;t ' u: s t;VVFIN;tust;V
tut;t ' u: t;VVFIN;tut;V
tute;t ' u: . t @;VVFIN;tute;V
tutet;t ' u: . t @ t;VVFIN;tutet;V
töfh;t ' 9 f;VVFIN;töfh;V
ud;? ' U t;VVFIN;ud;V
uhfeswtheit;? ' u: . f @ s v t . h aI t;VVFIN;uhfeswtheit;V
uhr;? ' u:6;VVFIN;uhr;V
um;? ' U m;KOUI;um;KOUI
umarm;? U m . ? ' a r m;VVFIN;umarm;V
umarme;? U m . ? ' a r . m @;VVFIN;um arm e;PTKVZ NN INFL
umarmen;? U m . ? ' a r . m @ n;VVFIN;um arm en;PTKVZ NN INFL
umarmenten;? U m . ? ' a r . m @ n . t @ n;VVFIN;um arm en ten;PTKVZ NN SFX INFL
umarmt;? U m . ? ' a r m t;VVPP;um arm t;PTKVZ NN SFX
umarmte;? U m . ? ' a r m . t @;VVFIN;um arm t e;PTKVZ NN SFX INFL
umarmten;? U m . ? ' a r m . t @ n;VVFIN;um arm t en;PTKVZ NN SFX INFL
umdrehen;? ' U m . d r e: . @ n;VVINF;um dreh en;PTKVZ V INFL
umdreht;? ' U m . d r e: t;VVFIN;um dreh t;PTKVZ V INFL
umfällt;? ' U m . f E l t;VVFIN;um fäll t;PTKVZ V INFL
umgearmen;? U m . g @ . ? ' a r . m @ n;VVFIN;um ge arm en;PTKVZ PRFX NN INFL
umgedreht;? ' U m . g @ . d r e: t;VVFIN;um ge dreh t;PTKVZ PRFX V INFL
umgefahren;? ' U m . g @ . f a: . r @ n;VVFIN;um ge fahr en;PTKVZ PRFX V INFL
umgefallen;? ' U m . g @ . f a l . @ n;VVPP;um ge fall en;PTKVZ PRFX NN SFX
umgekippt;? ' U m . g @ . k I p t;VVPP;um ge kipp t;PTKVZ PRFX V SFX
umgestiegen;? ' U m . g @ . S t i: . g @ n;VVFIN;um ge stieg en;PTKVZ PRFX V INFL
umgewickelt;? ' U m . g @ . v I k . @ l t;VVFIN;um ge wickel t;PTKVZ PRFX V INFL
umgewurfen;? ' U m . g @ . v U 6 . f @ n;VVFIN;um ge wurf en;PTKVZ PRFX NN INFL
umher;? U m . h ' e:6;PTKVZ;um her;PTKVZ ADP
umsonst;? U m . z ' O n s t;ADV;um sonst;ADP ADV
umstürzt;? ' U m . S t y: 6 t s t;VVFIN;um stürz t;PTKVZ V INFL
umwechseln;? ' U m . v E k . s @ l n;VVFIN;um wechsel n;PTKVZ V INFL
umziehen;? ' U m . t s i: . @ n;VVINF;um zieh en;PTKVZ V INFL
un;? ' U n;VVFIN;un;V
unauffällig;? ' U n . ? aU f . f E l . I C;ADJD;un auf fäll ig;PRFX PTKVZ V SFX
unbedingt;? ' U n . b @ . d I N t;ADV;un be ding t;PRFX PRFX NN SFX
unbemerkt;? ' U n . b @ . m E 6 k t;ADJD;un be merk t;PRFX PRFX V SFX
unberührt;? ' U n . b @ . r y:6 t;VVFIN;un be rühr t;PRFX PRFX V INFL
und;? ' U n t;KON;und;KON
unfair;? ' U n . f E:6;ADJD;un fair;PRFX ADJ
ungeduldig;? ' U n . g @ . d U l . d I C;ADJD;un ge duld ig;PRFX PRFX V SFX
ungefähr;? ' U n . g @ . f E:6;ADJD;ungefähr;ADJ
ungespligstige;? ' U n . g @ . S p l I C s . t I . g @;VVFIN;ungespligstige;V
ungewöhnliche;? ' U n . g @ . v 2: n . l I . C @;ADJA;un ge wöhn lich e;PRFX PRFX V SFX INFL
unglaublich;? U n . g l ' aU p . l I C;ADJD;un glaub lich;PRFX V SFX
unglücklich;? ' U n . g l Y k . l I C;ADJD;un glück lich;PRFX NN SFX
unheimlich;? ' U n . h aI m . l I C;ADJD;un heim lich;PRFX NN SFX
unheimliche;? ' U n . h aI m . l I . C @;ADJA;un heim lich e;PRFX NN SFX INFL
unkontrollierte;? ' U n . k O n . t r O l . i:6 . t @;VVFIN;un kontroll ier t e;PRFX V SFX SFX INFL
unmöglich;? U n . m ' 2: k . l I C;ADJD;un mög lich;PRFX V SFX
uns;? ' U n s;PRF;uns;PRF
unser;? ' U n . z 6;PPOSAT;unser;PPOS
unsere;? ' U n . z @ . r @;PPOSS;unser e;PPOS INFL
unserer;? ' U n . z @ . r 6;PPOSAT;unser er;PPOS INFL
unten;? ' U n . t @ n;ADV;unten;ADV
unter;? ' U n . t 6;APPR;unter;ADP
unterbrach;? U n . t 6 . b r ' a: x;VVFIN;unter brach;ADP V
unterbrochen;? U n . t 6 . b r ' O . x @ n;VVPP;unter broch en;ADP V INFL
untere;? ' U n . t @ . r @;ADJA;untere;ADJ
unteren;? ' U n . t @ . r @ n;ADJA;unteren;ADJ
unterhalten;? U n . t 6 . h ' a l . t @ n;VVFIN;unter halt en;ADP NN INFL
unterhaltet;? U n . t 6 . h ' a l . t @ t;VVFIN;unter halt et;ADP NN INFL
unterhielt;? U n . t 6 . h ' i: l t;VVFIN;unter hielt;ADP V
unterhielten;? U n . t 6 . h ' i: l . t @ n;VVFIN;unter hielt en;ADP V INFL
unterm;? ' U n . t 6 m;APPRART;unter m;ADP INFL
untern;? ' U n . t 6 n;VVFIN;untern;V
unternehmen;? U n . t 6 . n ' e: . m @ n;VVINF;unter nehm en;ADP V INFL
unters;? ' U n . t 6 s;VVFIN;unters;V
unterste;? ' U n . t 6 s . t @;VVFIN;unterste;V
unterwegs;? U n . t 6 . v ' e: k s;ADV;unter weg s;ADP NN SFX
unvorsichtig;? ' U n . f o:6 . z I C . t I C;VVFIN;unvorsichtig;V
ups;? ' U p s;VVFIN;ups;V
urfen;? ' U r . f @ n;VVFIN;urfen;V
urplötzlich;? ' U 6 . p l 9 t s . l I C;VVFIN;urplötzlich;V
uu;? ' u:;VVFIN;uu;V
uuii;? ' u: i:;VVFIN;uuii;V
verabreden;f E6 . ? ' a p . r e: . d @ n;VVFIN;ver ab red en;PRFX PTKVZ V INFL
verabredet;f E6 . ? ' a p . r e: . d @ t;VVPP;ver ab red et;PRFX PTKVZ V SFX
verabredeten;f E6 . ? ' a p . r e: . d @ . t @ n;VVFIN;ver ab red eten;PRFX PTKVZ V INFL
verabschieden;f E6 . ? ' a p . S i: . d @ n;VVINF;ver ab schied en;PRFX PTKVZ V INFL
verabschiedet;f E6 . ? ' a p . S i: . d @ t;VVPP;ver ab schied et;PRFX PTKVZ V SFX
verabschiedete;f E6 . ? ' a p . S i: . d @ . t @;VVFIN;ver ab schied ete;PRFX PTKVZ V INFL
verabschiedeten;f E6 . ? ' a p . S i: . d @ . t @ n;ADJA;ver ab schied et en;PRFX PTKVZ V SFX INFL
veranstalten;f E6 . ? ' a n . S t a l . t @ n;VVFIN;ver anstalt en;PRFX NN INFL
veranstaltet;f E6 . ? ' a n . S t a l . t @ t;VVPP;ver anstalt et;PRFX NN SFX
verarmt;f E6 . ? ' a r m t;VVFIN;ver arm t;PRFX NN INFL
verbindet;f E6 . b ' I n . d @ t;VVFIN;ver bind et;PRFX V INFL
verbindete;f E6 . b ' I n . d @ . t @;VVFIN;ver bind ete;PRFX V INFL
verblüfft;f E6 . b l ' Y f t;VVPP;ver blüff t;PRFX V SFX
verboten;f E6 . b ' o: . t @ n;VVPP;ver bot en;PRFX NN SFX
verbundete;f E6 . b ' U n . d @ . t @;VVFIN;ver bund et e;PRFX NN SFX INFL
verdammt;f E6 . d ' a m t;ADJD;ver damm t;PRFX NN SFX
verdammten;f E6 . d ' a m . t @ n;ADJA;ver damm t en;PRFX NN SFX INFL
verdeckte;f E6 . d ' E k . t @;VVFIN;ver deck te;PRFX V INFL
vereint;f E6 . ? ' aI n t;VVPP;verein t;NN SFX
